0.013749663,7.67E-03,-1.30E-03,-0.011838269,2.89E-04,2.37E-03,0.000238086,-0.000617745,-3.22E-04,-1.88E-03
0.007671125,2.29E-02,-2.59E-03,-0.008150287,4.87E-04,1.77E-02,8.24604E-05,-0.001962747,-7.17E-05,-0.001247472
-0.001297121,-2.59E-03,1.42E-02,0.001723237,-3.88E-04,-6.12E-04,-4.02E-04,0.00065287,1.75E-04,1.47E-04
-0.011838269,-8.15E-03,1.72E-03,0.014290408,-3.42E-04,-3.27E-03,-0.000134708,0.003055997,0.000264153,0.001600293
2.89E-04,4.87E-04,-3.88E-04,-3.42E-04,1.84E-04,4.31E-04,7.56E-05,-4.55E-05,-3.90E-05,2.91E-05
2.37E-03,1.77E-02,-6.12E-04,-3.27E-03,4.31E-04,1.80E-02,4.58E-05,-9.88E-04,-1.71E-04,-1.29E-04
0.000238086,8.25E-05,-4.02E-04,-0.000134708,7.56E-05,4.58E-05,0.000191632,5.79764E-05,-4.62E-05,4.02E-05
-0.000617745,-1.96E-03,6.53E-04,0.003055997,-4.55E-05,-9.88E-04,5.79764E-05,0.002611054,7.92E-05,0.000242167
-3.22E-04,-7.17E-05,1.75E-04,2.64E-04,-3.90E-05,-1.71E-04,-4.62E-05,7.92E-05,0.000269612,3.54E-05
-1.88E-03,-1.25E-03,1.47E-04,0.001600293,2.91E-05,-1.29E-04,4.02E-05,0.000242167,3.54E-05,0.000561413
