0.017554606,-2.03E-03,-1.40E-03,-0.001382987,-5.55E-06,-1.77E-04,0.004424048,0.000196223,-6.09E-03,-5.43E-04
-0.002030338,8.42E-03,6.85E-04,-0.010566928,-4.90E-05,3.74E-03,-0.001482108,0.001791011,2.07E-03,-0.000742748
-0.001404763,6.85E-04,6.99E-02,0.004507771,0.000291785,-1.37E-03,-6.20E-04,0.011761135,2.73E-03,-0.000793015
-0.001382987,-1.06E-02,4.51E-03,0.151352544,1.03E-05,-2.49E-03,0.006496214,0.004203065,-0.015063643,0.002123392
-5.55E-06,-4.90E-05,2.92E-04,1.03E-05,1.56E-04,-4.35E-05,-5.81E-05,5.44E-05,-3.01E-05,-5.93E-06
-1.77E-04,3.74E-03,-1.37E-03,-2.49E-03,-4.35E-05,3.72E-03,8.98E-05,7.65E-04,1.98E-04,2.54E-04
0.004424048,-1.48E-03,-6.20E-04,0.006496214,-5.81E-05,8.98E-05,0.005883734,0.002472867,-1.13E-03,0.000238051
0.000196223,1.79E-03,1.18E-02,0.004203065,5.44E-05,7.65E-04,0.002472867,0.0114313,2.54E-03,-0.000580967
-6.09E-03,2.07E-03,2.73E-03,-1.51E-02,-3.01E-05,1.98E-04,-1.13E-03,2.54E-03,0.0061103,-1.29E-04
-5.43E-04,-7.43E-04,-7.93E-04,0.002123392,-5.93E-06,2.54E-04,0.000238051,-0.000580967,-1.29E-04,0.001028434
