0.005047432,7.13E-04,-5.11E-03,-0.010226884,4.39E-06,8.83E-05,0.001989668,0.003864943,7.07E-06,-2.92E-04
0.000712757,4.74E-03,-1.97E-03,-0.004437769,4.90E-05,8.83E-04,-0.00300641,-0.000780855,1.97E-04,-3.9674E-06
-0.00510516,-1.97E-03,1.35E-02,0.017530699,-5.65353E-05,-8.22E-04,-7.64E-04,-0.001588557,-2.39E-04,0.000150081
-0.010226884,-4.44E-03,1.75E-02,0.037349851,-4.35E-05,-6.37E-04,0.002873629,-0.001429694,-0.000621234,0.000216965
4.39E-06,4.90E-05,-5.65E-05,-4.35E-05,1.05E-04,4.62E-05,-7.86E-05,1.53E-05,8.58E-06,-9.86E-06
8.83E-05,8.83E-04,-8.22E-04,-6.37E-04,4.62E-05,1.06E-03,-2.83E-04,1.64E-04,1.59E-05,-1.32E-05
0.001989668,-3.01E-03,-7.64E-04,0.002873629,-7.86E-05,-2.83E-04,0.013404217,0.007051008,-3.82E-04,8.76806E-06
0.003864943,-7.81E-04,-1.59E-03,-0.001429694,1.53E-05,1.64E-04,0.007051008,0.015511121,-4.10E-04,-0.000464886
7.07E-06,1.97E-04,-2.39E-04,-6.21E-04,8.58E-06,1.59E-05,-3.82E-04,-4.10E-04,0.00036479,4.20E-06
-2.92E-04,-3.97E-06,1.50E-04,0.000216965,-9.86E-06,-1.32E-05,8.76806E-06,-0.000464886,4.20E-06,0.000524762
