0.003743,0.000201,0.001076,-0.010276,-0.000007,0.000178,0.001350,0.000145,-0.001080,-0.000061
0.000201,0.006770,0.000555,-0.007460,-0.000067,0.000313,0.000413,-0.000200,0.000313,-0.002970
0.001076,0.000555,0.015102,-0.011900,0.000000,0.000132,0.003318,0.002064,0.000955,-0.000376
-0.010276,-0.007460,-0.011900,0.176835,-0.000279,-0.000091,-0.008836,-0.005234,-0.007403,0.003655
-0.000007,-0.000067,0.000000,-0.000279,0.000163,-0.000038,-0.000015,0.000011,0.000029,-0.000058
0.000178,0.000313,0.000132,-0.000091,-0.000038,0.000351,0.000060,0.000305,-0.000172,-0.000039
0.001350,0.000413,0.003318,-0.008836,-0.000015,0.000060,0.004940,0.000621,0.000914,-0.000109
0.000145,-0.000200,0.002064,-0.005234,0.000011,0.000305,0.000621,0.003039,0.000305,0.000243
-0.001080,0.000313,0.000955,-0.007403,0.000029,-0.000172,0.000914,0.000305,0.001761,-0.000189
-0.000061,-0.002970,-0.000376,0.003655,-0.000058,-0.000039,-0.000109,0.000243,-0.000189,0.001723
