0.005399,0.001504,0.007399,-0.007750,-0.000038,0.000079,0.001109,0.004298,-0.000083,-0.000317
0.001504,0.004820,-0.000257,-0.004458,-0.000045,0.000174,-0.001208,0.000201,0.000180,-0.000257
0.007399,-0.000257,0.047215,-0.004301,-0.000232,0.000002,0.004966,0.013883,-0.000031,-0.000597
-0.007750,-0.004458,-0.004301,0.018675,0.000059,-0.000098,0.000772,-0.002878,-0.000442,0.000431
-0.000038,-0.000045,-0.000232,0.000059,0.000157,-0.000008,0.000010,-0.000063,-0.000004,0.000001
0.000079,0.000174,0.000002,-0.000098,-0.000008,0.000202,-0.000043,0.000150,0.000018,-0.000015
0.001109,-0.001208,0.004966,0.000772,0.000010,-0.000043,0.003042,0.002508,-0.000074,0.000399
0.004298,0.000201,0.013883,-0.002878,-0.000063,0.000150,0.002508,0.008242,0.000107,-0.000375
-0.000083,0.000180,-0.000031,-0.000442,-0.000004,0.000018,-0.000074,0.000107,0.000383,0.000018
-0.000317,-0.000257,-0.000597,0.000431,0.000001,-0.000015,0.000399,-0.000375,0.000018,0.000730
