0.004754,0.000317,0.002931,-0.009628,-0.000060,-0.000031,0.002544,0.003553,-0.000311,-0.000367
0.000317,0.005222,-0.001087,-0.003482,0.000008,0.000758,-0.003693,-0.000684,0.000182,-0.000272
0.002931,-0.001087,0.044968,0.000460,-0.000049,0.000269,0.007768,0.013144,0.000131,-0.000406
-0.009628,-0.003482,0.000460,0.039571,0.000177,-0.000346,0.002882,-0.002081,-0.000696,0.000402
-0.000060,0.000008,-0.000049,0.000177,0.000106,-0.000006,-0.000065,-0.000062,-0.000014,0.000014
-0.000031,0.000758,0.000269,-0.000346,-0.000006,0.000938,-0.000439,0.000037,0.000076,0.000028
0.002544,-0.003693,0.007768,0.002882,-0.000065,-0.000439,0.013968,0.006401,-0.000707,-0.000020
0.003553,-0.000684,0.013144,-0.002081,-0.000062,0.000037,0.006401,0.014327,0.000097,-0.000237
-0.000311,0.000182,0.000131,-0.000696,-0.000014,0.000076,-0.000707,0.000097,0.000620,0.000073
-0.000367,-0.000272,-0.000406,0.000402,0.000014,0.000028,-0.000020,-0.000237,0.000073,0.000688
