0.013818701,-0.000249928,-0.000677392,-0.016401016,1.4813E-05,-0.000458561,0.000562,0.000668754,0.000155373,-0.000746717,0,0,0
-0.000249928,0.02231259,0.001645181,-0.000115303,7.62155E-05,0.021131139,-0.000423312,0.000390559,0.000199183,-0.000153162,0,0,0
-0.000677392,0.001645181,0.013370798,0.001255155,-1.30803E-05,0.001772189,-0.000230467,0.000254751,-2.31806E-06,-0.000183904,0,0,0
-0.016401016,-0.000115303,0.001255155,0.029970849,2.16431E-05,5.99744E-05,-0.000152574,0.004547804,-0.000444326,0.00080156,0,0,0
1.4813E-05,7.62155E-05,-1.30803E-05,2.16431E-05,0.000178329,5.40347E-05,8.41845E-05,-3.44718E-05,-1.28383E-05,1.40225E-05,0,0,0
-0.000458561,0.021131139,0.001772189,5.99744E-05,5.40347E-05,0.022873981,-0.000309883,0.000234439,0.000136329,0.000286969,0,0,0
0.000562,-0.000423312,-0.000230467,-0.000152574,8.41845E-05,-0.000309883,0.000727207,0.000102701,-3.67807E-05,0.000144551,0,0,0
0.000668754,0.000390559,0.000254751,0.004547804,-3.44718E-05,0.000234439,0.000102701,0.005988115,1.68354E-05,-0.00012896,0,0,0
0.000155373,0.000199183,-2.31806E-06,-0.000444326,-1.28383E-05,0.000136329,-3.67807E-05,1.68354E-05,0.000196975,-5.53508E-06,0,0,0
-0.000746717,-0.000153162,-0.000183904,0.00080156,1.40225E-05,0.000286969,0.000144551,-0.00012896,-5.53508E-06,0.000633886,0,0,0
0,0,0,0,0,0,0,0,0,0,0.00003,0,0
0,0,0,0,0,0,0,0,0,0,0,0.00003,0
0,0,0,0,0,0,0,0,0,0,0,0,0.0001
