0.004102,0.000290,-0.001185,-0.012186,-0.000009,0.000125,0.003099,0.000130,-0.000788,-0.000067,0.000000,0.000000,0.000000
0.000290,0.007084,-0.000950,-0.004698,-0.000070,0.000486,-0.000721,0.003909,-0.000038,-0.003067,0.000000,0.000000,0.000000
-0.001185,-0.000950,0.009974,0.012663,-0.000102,-0.000158,0.000093,0.000303,-0.000228,0.000477,0.000000,0.000000,0.000000
-0.012186,-0.004698,0.012663,0.137198,0.000026,0.000285,-0.007369,-0.003415,-0.004632,0.002112,0.000000,0.000000,0.000000
-0.000009,-0.000070,-0.000102,0.000026,0.000130,0.000011,-0.000021,0.000075,-0.000041,-0.000021,0.000000,0.000000,0.000000
0.000125,0.000486,-0.000158,0.000285,0.000011,0.000522,-0.000399,0.000576,-0.000278,-0.000125,0.000000,0.000000,0.000000
0.003099,-0.000721,0.000093,-0.007369,-0.000021,-0.000399,0.007590,-0.000416,-0.000074,0.000371,0.000000,0.000000,0.000000
0.000130,0.003909,0.000303,-0.003415,0.000075,0.000576,-0.000416,0.007715,-0.000070,-0.002060,0.000000,0.000000,0.000000
-0.000788,-0.000038,-0.000228,-0.004632,-0.000041,-0.000278,-0.000074,-0.000070,0.001408,-0.000007,0.000000,0.000000,0.000000
-0.000067,-0.003067,0.000477,0.002112,-0.000021,-0.000125,0.000371,-0.002060,-0.000007,0.001746,0.000000,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000030,0.000000
0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000100
